Role Name,Slug,Collection ID,Locale ID,Item ID,Archived,Draft,Created On,Updated On,Published On,Active?,Role Image,Responsibilities,Requirements,Discipline,School
Reliability Engineer,reliability-engineer,682978edd8c30949b2fd6bf0,68170b56936df62525bb06b5,682979a1db51ed34d1f3ce0d,false,false,Sun May 18 2025 06:09:37 GMT+0000 (Coordinated Universal Time),Wed Apr 08 2026 03:19:12 GMT+0000 (Coordinated Universal Time),Wed Apr 08 2026 03:19:12 GMT+0000 (Coordinated Universal Time),false,https://cdn.prod.website-files.com/68170b56936df62525bb06bd/68725572b6ac4d56582df0d9_IMG_6035.jpg,"<ul id="""">  <li>Determine and advise solutions for the materials compatibility of interfacing components throughout Sunswift 8.</li>  <li>Evaluate the performance lifetime of in-service components and suggest methods to monitor and track their degradation.</li>  <li>Work on the optimisation and mechanical testing of innovative solar panels for Sunswift 8, considering electrical efficiency, performance reliability, and sustainability.</li>  <li>Conduct rigorous material testing and analysis to ensure selected materials are ADR (Australian Design Rules) compliant to meet road safety regulations.</li></ul>","<ul id="""">  <li>Pursuing an undergraduate degree in Materials Science and Engineering, Chemical Engineering, Mechanical Engineering, or a related field.</li>  <li>Basic knowledge of surface coatings, wear, and corrosion.</li>  <li>Experience or willingness to learn FEA software such as ANSYS</li>  <li>Ability to switch between long-term project planning and hands-on, immediate tasks.</li>  <li>Strong communication and collaboration skills within a team setting.</li>  <li>Excellent time management skills.</li>  <li>Self-motivated and willingness to put in hard work to meet deadlines.</li></ul>",Material Science,Engineering
Screenwriter,screenwriter,682978edd8c30949b2fd6bf0,68170b56936df62525bb06b5,69e5895c881fd1a43a24c749,false,false,Mon Apr 20 2026 02:03:08 GMT+0000 (Coordinated Universal Time),Mon Apr 20 2026 02:05:18 GMT+0000 (Coordinated Universal Time),Mon Apr 20 2026 03:02:19 GMT+0000 (Coordinated Universal Time),true,https://cdn.prod.website-files.com/68170b56936df62525bb06bd/69e589cc0e87086f56539940_Screenwriter.jpg,"<p>With other members of the media team, a screenwriter will tell the Sunswift story through video and a documentary style series that aligns with the objectives and values of the media department and their strategy.&nbsp;</p><p>‍</p>",<ul><li>Formulate a story and write screenplays&nbsp;</li><li>Communicating with internal media members to execute a final product aligned with the vision of the media department&nbsp;</li></ul>,Media,Media
Social Media Officer,social-media-officer,682978edd8c30949b2fd6bf0,68170b56936df62525bb06b5,682979a0d8c30949b2fdb153,false,false,Sun May 18 2025 06:09:36 GMT+0000 (Coordinated Universal Time),Wed Apr 08 2026 03:19:12 GMT+0000 (Coordinated Universal Time),Wed Apr 08 2026 03:19:12 GMT+0000 (Coordinated Universal Time),false,https://cdn.prod.website-files.com/68170b56936df62525bb06bd/6872538b2d18853d766cdb92_2021-12-13-Sunswift-test-drive-0045.avif,"<p id="""">Sunswift operates across numerous social media platforms, including YouTube, Facebook, Instagram, and TikTok. This role involves working with the Media Officer and implementing communications plans to enhance Sunswift Racing’s public presence and promote upcoming events. This would include:</p><ul id="""">  <li>Designing graphics and promotional material in line with brand guidelines to ensure engaging messaging.</li>  <li>Executing content calendars for social media posts and other communications.</li>  <li>Planning media coverage over upcoming events.</li>  <li>Analysing metrics for success to determine the effectiveness of the communications plan.</li></ul>",,Media,Media
Solar Array Characterisation Engineer,solar-array-characterisation-engineer,682978edd8c30949b2fd6bf0,68170b56936df62525bb06b5,682979a186372c6792d7b745,false,false,Sun May 18 2025 06:09:37 GMT+0000 (Coordinated Universal Time),Wed Apr 08 2026 03:19:12 GMT+0000 (Coordinated Universal Time),Wed Apr 08 2026 03:19:12 GMT+0000 (Coordinated Universal Time),true,https://cdn.prod.website-files.com/68170b56936df62525bb06bd/68725459a1797499826c20d9_2021-12-13-Sunswift-test-drive-0077.jpg,"<ul id="""">  <li>Characterise the performance of solar array and solar cell</li>  <li>Work closely with team in Renewable Makerspace, SIRF and SPREE laboratories, do fabrication and characterisation (electrical and optical) with the team.&nbsp;</li>  <li>Test and maintain the solar array on the car embedded with MPPT&nbsp;</li>  <li>Simulation of solar cell/array performance, analyse and maintain the solar array characterisation results.</li></ul>","<ul id="""">  <li>Currently pursuing a degree in Renewable Engineering, Photovoltaic Engineering, Electrical Engineering, Mechanical Engineering or a related field&nbsp;</li>  <li>Experience in PCB design, C/C++/python/matlab simulation, or any other types of simulation software</li>  <li>Have done SOLA 2060 or SOLA 2051 or other similar courses for students in Renewable Engineering and Photovoltaic Engineering, have done ELEC 2134 or ELEC 2133 for students in Electrical Engineering.&nbsp;</li>  <li>Understand the physical mechanisms of solar cell and characterization methods would be ideal</li>  <li>Familiar with LTSpice or some similar simulation software&nbsp;</li>  <li>Strong problem-solving ability, strong resilience and persistence</li></ul>",Renewables,Engineering
Solar Array Fabrication Engineer,solar-array-fabrication-engineer,682978edd8c30949b2fd6bf0,68170b56936df62525bb06b5,682979a1bb81a9ae144f4c29,false,false,Sun May 18 2025 06:09:37 GMT+0000 (Coordinated Universal Time),Wed Apr 08 2026 03:19:13 GMT+0000 (Coordinated Universal Time),Wed Apr 08 2026 03:19:13 GMT+0000 (Coordinated Universal Time),false,https://cdn.prod.website-files.com/68170b56936df62525bb06bd/6872548636e3095ae9d8d1a0_renewable%20energy%20engineer.jpeg,"<ul id="""">  <li>Design and develop the solar array structure, set up the model in Solidworks eventually</li>  <li>Conduct mechanical stress simulation and design the solar array stack structure</li>  <li>Work closely with team in Renewable Makerspace, SIRF and SPREE laboratories, do fabrication and characterization (electrical and optical) with the team.&nbsp;</li></ul>","<ul id="""">  <li>Currently pursuing a degree in Renewable Engineering, Photovoltaic Engineering, Electrical Engineering, Mechanical Engineering or a related field.</li>  <li>Experience in CAD/Solidworks modelling (Solidworks experience is ideal)</li>  <li>Strong problem-solving ability, strong resilience and persistence.&nbsp;</li></ul>",Renewables,Engineering
Solar Array Manufacturing Engineer,solar-array-manufacturing-engineer,682978edd8c30949b2fd6bf0,68170b56936df62525bb06b5,6879fcba6a8ba39a3dbed2b9,false,false,Fri Jul 18 2025 07:50:18 GMT+0000 (Coordinated Universal Time),Wed Apr 08 2026 03:19:13 GMT+0000 (Coordinated Universal Time),Wed Apr 08 2026 03:19:13 GMT+0000 (Coordinated Universal Time),true,https://cdn.prod.website-files.com/68170b56936df62525bb06bd/6872548636e3095ae9d8d1a0_renewable%20energy%20engineer.jpeg,"<ul><li>Design and develop the SR8 solar array structure, optimise the methodology of module manufacturing</li><li>Conduct mechanical stress simulation and design the solar array stack structure</li><li>Work closely with team in Renewable Makerspace, SIRF and SPREE laboratories, and do solar module fabrication. &nbsp;</li><li>Do characterization test with team about the curved module designed for the car</li></ul>","<ul><li>Currently pursuing a degree in Renewable Engineering, Photovoltaic Engineering, Electrical Engineering, Mechanical Engineering or a related field &nbsp;</li><li>Experience in CAD/Solidworks modelling (Solidworks experience is ideal) </li><li>Strong problem-solving ability, strong resilience and persistence.</li></ul>",Renewables,Engineering
Solar Panel Engineer,energy-systems-solar-panel-engineer,682978edd8c30949b2fd6bf0,68170b56936df62525bb06b5,682979a0d64340a80e86571c,false,false,Sun May 18 2025 06:09:36 GMT+0000 (Coordinated Universal Time),Wed Apr 08 2026 03:19:13 GMT+0000 (Coordinated Universal Time),Wed Apr 08 2026 03:19:13 GMT+0000 (Coordinated Universal Time),false,https://cdn.prod.website-files.com/68170b56936df62525bb06bd/6872548636e3095ae9d8d1a0_renewable%20energy%20engineer.jpeg,"<ul id="""">  <li>Design, develop, and optimize solar power systems for the SR8, including solar panel layout, electrical connections, and integration with the vehicle’s energy storage systems to power auxiliary functions in SR8.</li>  <li>Collaborate with the Energy systems and Embedded systems Engineers store and distribute energy, collaborate with mechanical engineers to design and mount solar panels on the car chassis.</li>  <li>Liaise with industry partner to construct, test and implement the solar array for SR8.</li>  <li>Perform simulations and testing to validate the performance of the solar panels in real-world conditions, including varying sunlight intensity and vehicle speeds.</li>  <li>Integrate solar power data into the vehicle’s control system, allowing for real-time monitoring and adjustments based on energy production and consumption.</li></ul>","<ul id="""">  <li>Pursuing an undergraduate degree in Renewable Energy Engineering, Photovoltaic Engineering, Electrical Engineering, or a related field.</li>  <li>Strong knowledge of solar panel technology is essential and experience in energy systems is preferred.</li>  <li>Experience with LTspice software, and knowledge of testing using IV, photoluminescence and electroluminescence is strongly recommended.&nbsp;</li>  <li>Strong analytical skills, attention to detail, and ability to work with interdisciplinary teams.</li>  <li>Enthusiastic about sustainable energy solutions and renewable technologies.</li></ul>",Electrical Engineering,Engineering
Strategy Manager,strategy-manager,682978edd8c30949b2fd6bf0,68170b56936df62525bb06b5,69e58ebde831e26c002a00ba,false,false,Mon Apr 20 2026 02:26:05 GMT+0000 (Coordinated Universal Time),Mon Apr 20 2026 03:14:47 GMT+0000 (Coordinated Universal Time),Mon Apr 20 2026 04:04:37 GMT+0000 (Coordinated Universal Time),true,https://cdn.prod.website-files.com/68170b56936df62525bb06bd/69e598fab342189526381b55_strategy%20manager.jpg,"<ul><li>Develop and implement long-term Sunswift strategy across teams &nbsp;</li></ul><ul><li>Analyse industry trends, competitors, and internal performance &nbsp;</li></ul><ul><li>Coordinate cross-functional execution of strategic initiatives &nbsp;</li></ul><ul><li>Define KPIs and track performance across key projects &nbsp;</li></ul><ul><li>Support leadership with insights, reports, and decision-making &nbsp;</li></ul><ul><li>Identify strategic risks and propose mitigation plans &nbsp;</li></ul><p>‍</p>","<ul><li>Strong analytical and structured thinking skills &nbsp;</li></ul><ul><li>Ability to translate strategy into actionable plans &nbsp;</li></ul><ul><li>Confident working with data and performance metrics &nbsp;</li></ul><ul><li>Strong communication and presentation skills &nbsp;</li></ul><ul><li>Ability to work across diverse technical and business teams &nbsp;</li></ul><ul><li>Initiative, leadership potential, and problem-solving mindset </li></ul><p>‍</p>",Business,Business
Systems Engineer,systems-engineer,682978edd8c30949b2fd6bf0,68170b56936df62525bb06b5,682979a279bd1b2d43dd1ff3,false,false,Sun May 18 2025 06:09:38 GMT+0000 (Coordinated Universal Time),Wed Apr 08 2026 03:19:13 GMT+0000 (Coordinated Universal Time),Wed Apr 08 2026 03:19:13 GMT+0000 (Coordinated Universal Time),true,https://cdn.prod.website-files.com/68170b56936df62525bb06bd/6872530f88eb67bdb268612e_systems%20engineer.avif,"<ul id="""">  <li>Coordinate the integration and interfacing between projects and departments, ensuring coherence by collecting all relevant requirements and constraints.</li>  <li>Collaborate with teams to ensure compliance with various guidelines, contributing to the vehicle's regulatory adherence and road legality.</li>  <li>Oversee the creation and execution of Verification &amp; Validation processes to ensure that all vehicle components meet design requirements and safety regulations.&nbsp;</li>  <li>Oversee Mechanical drawings to ensure compliance with external requirements.</li>  <li>Utilise Model Based Systems Engineering methodologies to simulate and optimise subsystems.</li></ul>","<ul id=""""><li>Currently pursuing a degree in <strong id="""">any </strong>engineering discipline (Highly Desirable: Aerospace, Mechanical, Mechatronics, Electrical). &nbsp;</li></ul><ul id=""""><li>Excellent teamwork and communication skills. </li></ul><ul id=""""><li>Experience in multidisciplinary engineering projects. </li></ul><ul id=""""><li>Passionate, dedicated, and eager to learn! Since Systems Engineering isn't typically offered at the undergraduate level, this role provides a rare opportunity to gain practical, hands-on experience in this field. </li></ul><p>‍</p>",Systems Engineering,Engineering
Telemetry Engineer,telemetry-engineer,682978edd8c30949b2fd6bf0,68170b56936df62525bb06b5,682979a0db51ed34d1f3cde6,false,false,Sun May 18 2025 06:09:36 GMT+0000 (Coordinated Universal Time),Wed Apr 08 2026 03:19:12 GMT+0000 (Coordinated Universal Time),Wed Apr 08 2026 03:19:12 GMT+0000 (Coordinated Universal Time),true,https://cdn.prod.website-files.com/68170b56936df62525bb06bd/68725739305c14dd91b6ebae_performance_edited.avif,"<ul><li>Create and maintain telemetry systems for all active Sunswift vehicles.</li> &nbsp;<li>Coordinate with the Embedded Systems department to collect and store sensor data from active Sunswift vehicles.</li> &nbsp;<li>Data management using AWS applications such as EC2, Timestream, IoT Core. Additionally, assist with retrieval of data for use by engineering departments.&nbsp;</li> &nbsp;<li>Presentation of live data using Grafana dashboards (or related systems).</li> &nbsp;<li>Telecommunications setup for data transfer during track events and the Bridgestone World Solar Challenge. This includes using technology such as Starlink, Point-to-Point WiFi, and Wireless Mesh Networks.</li></ul>","<ul id=""""> &nbsp;<li id="""">Currently pursuing a degree in Computer Science, Software Engineering, Telecommunications Engineering, or a related field.</li> &nbsp;<li id="""">Experience in database systems, including completing COMP3311 or a similar course.</li> &nbsp;<li id="""">Willingness to learn new tools such as AWS and take initiative to explore various tools to improve software architecture.</li> &nbsp;<li id="""">Strong problem-solving ability, strong resilience and persistence.</li></ul>",Software Engineering,Engineering
Thermal Engineer: Chassis and Bodywork,thermal-engineer-chassis-and-bodywork,682978edd8c30949b2fd6bf0,68170b56936df62525bb06b5,6829799f16de3744b0ce04c8,false,false,Sun May 18 2025 06:09:35 GMT+0000 (Coordinated Universal Time),Wed Apr 08 2026 03:19:13 GMT+0000 (Coordinated Universal Time),Wed Apr 08 2026 03:19:13 GMT+0000 (Coordinated Universal Time),false,https://cdn.prod.website-files.com/68170b56936df62525bb06bd/68725399b6e2f0969c24c8f3_2021-12-13-Sunswift-test-drive-0059.avif,"<ul id="""">  <li>Design and maintain detailed CAD models and assemblies of various chassis components.</li>  <li>Optimise part performance and ensure compliance with Australian standards by using simulation software and real-world testing to analyse and evaluate components.</li>  <li>Employ various manufacturing methods and processes to fabricate composite and non-composite parts.</li>  <li>Keep up to date with advancements in materials science, manufacturing, and automotive engineering to be able to apply recent engineering innovations to current projects.</li>  <li>Collaborate effectively with engineers across departments and disciplines to ensure optimal integration of mechanical and electrical subsystems.</li></ul>","<ul id="""">  <li>Currently pursuing an undergraduate degree in Mechanical Engineering.</li>  <li>Proficiency in CAD software (e.g., Solidworks) is essential.</li>  <li>Has taken thermodynamics (MMAN2700) and has strong interest in thermal</li>  <li>Strong understanding of common manufacturing processes.</li>  <li>Bonus - knowledge in composite materials and manufacturing.</li>  <li>Bonus - proficiency in FEA.</li>  <li>Bonus - robotics experience or knowledge of electrical systems.</li></ul>",Mechanical Engineering,Engineering
Videographer/Photographer,videographer-photographer,682978edd8c30949b2fd6bf0,68170b56936df62525bb06b5,682979a1413f6b916ec81a3f,false,false,Sun May 18 2025 06:09:37 GMT+0000 (Coordinated Universal Time),Wed Apr 08 2026 03:19:13 GMT+0000 (Coordinated Universal Time),Wed Apr 08 2026 03:19:13 GMT+0000 (Coordinated Universal Time),true,https://cdn.prod.website-files.com/68170b56936df62525bb06bd/69d5c757af48e1566aa7a5ed_Videographer.jpg,"<p>Students in this role will be responsible for helping implement marketing and media objectives through capturing and editing photos and videos.&nbsp;</p><p>This will include the creation of planned advertisements, small social media posts, or event footage from showcases and track days. This role may also involve working with external partners to create joint activations.</p><p><a href=""https://forms.cloud.microsoft/Pages/ResponsePage.aspx?id=pM_2PxXn20i44Qhnufn7o7pdhLeqwPNNryop8wbNiK9UMERaOFI2QkgzMTY4Q1NHTjRPMUROVk5OWS4u"" target=""_blank"">Apply for this role here!</a></p><p>‍</p>",<ul><li>Attend events to capture photo and/or video </li></ul><ul><li>Edit and curate photos and video for media channels such as social media </li></ul><ul><li>Work with external partners to create joint activations </li></ul><p>‍</p>,Media,Media
